Symbol,Daily Volatility,Exchange
00530.HK,56.60501285545395,HKEX
00532.HK,3.7531448017411546,HKEX
00533.HK,3.098931416735918,HKEX
00535.HK,8.141268014181517,HKEX
00539.HK,4.073004745444819,HKEX
00542.HK,15.307360056455282,HKEX
00544.HK,9.968167772684165,HKEX
00547.HK,208.74092561909927,HKEX
00548.HK,2.7299524373289805,HKEX
00551.HK,2.3702092504857992,HKEX
00553.HK,4.4880069528949145,HKEX
00554.HK,4.626837544353968,HKEX
00557.HK,4.6123738815359605,HKEX
00559.HK,101.29765749301096,HKEX
00560.HK,3.3333090920391673,HKEX
00563.HK,6.227567678703248,HKEX
00566.HK,3.587234555658755,HKEX
00567.HK,5.884779742889695,HKEX
00570.HK,4.318331482227501,HKEX
00575.HK,10.762467982058075,HKEX
00576.HK,2.837135516797155,HKEX
00577.HK,212.71609006839205,HKEX
00578.HK,7.155898538884553,HKEX
00583.HK,2.8927878948829155,HKEX
00585.HK,12.048349292068982,HKEX
00588.HK,3.557518844705656,HKEX
00590.HK,3.042761017356745,HKEX
00592.HK,11.871335840026052,HKEX
00593.HK,3.4935438308451503,HKEX
00595.HK,9.16652391972787,HKEX
00600.HK,7.149086529962289,HKEX
00601.HK,4.60835058531499,HKEX
00603.HK,18.90870741112251,HKEX
00604.HK,3.236085743338671,HKEX
00605.HK,6.192193988778346,HKEX
00608.HK,2.5705694588493366,HKEX
00610.HK,3.20797431888985,HKEX
00611.HK,5.601245976110977,HKEX
00613.HK,5.749633247373894,HKEX
00616.HK,62.94098630698898,HKEX
00617.HK,19.786144026275476,HKEX
00619.HK,10.794328496810019,HKEX
00630.HK,14.784487602266754,HKEX
00632.HK,73.48771133758405,HKEX
00635.HK,4.189467655979989,HKEX
00638.HK,3.441158914802649,HKEX
00641.HK,4.351800035652425,HKEX
00648.HK,30.936736299057138,HKEX
00655.HK,3.1528118296496985,HKEX
00657.HK,16.70404101533121,HKEX
00659.HK,3.5727894465857557,HKEX
00661.HK,5.819486417226228,HKEX
00662.HK,2.4466173546054026,HKEX
00663.HK,22.616466436321844,HKEX
00665.HK,3.4992889394770024,HKEX
00666.HK,4.040286458596184,HKEX
00668.HK,5.968731811480745,HKEX
00669.HK,3.268989021438906,HKEX
00670.HK,4.070114194439595,HKEX
00674.HK,19.20851953912774,HKEX
00676.HK,2.2703960993728143,HKEX
00677.HK,3.781138749011546,HKEX
00679.HK,5.4033549255313735,HKEX
00680.HK,7.63162737308443,HKEX
00683.HK,2.874068057321662,HKEX
00684.HK,3.95459056824203,HKEX
00685.HK,4.2345371781126175,HKEX
00687.HK,4.980916102969654,HKEX
00688.HK,3.3439730590875203,HKEX
00689.HK,149.24761142378307,HKEX
00697.HK,4.076711050580143,HKEX
00701.HK,5.195044347833674,HKEX
00704.HK,7.801192492510148,HKEX
00709.HK,3.005453128941641,HKEX
00710.HK,2.8307108958175498,HKEX
00711.HK,3.737985500806647,HKEX
00715.HK,9.531974112206857,HKEX
00716.HK,4.093322764968599,HKEX
00719.HK,3.7562810304957743,HKEX
00720.HK,14.448483703809117,HKEX
00723.HK,14.064199487368619,HKEX
00726.HK,8.986499478673531,HKEX
00729.HK,9.005193355205883,HKEX
00730.HK,5.06939971166586,HKEX
00732.HK,3.873272331412526,HKEX
00736.HK,69.66313011660728,HKEX
00738.HK,4.045063765440605,HKEX
00752.HK,3.94180711530044,HKEX
00755.HK,5.297272380346296,HKEX
00760.HK,20.797855725141655,HKEX
00761.HK,6.457837654177106,HKEX
00765.HK,4.053676305984721,HKEX
00767.HK,22.412163772445172,HKEX
00771.HK,3.7342296967218456,HKEX
00835.HK,13.906702681858935,HKEX
00874.HK,3.471299846911394,HKEX
00878.HK,4.804636479189261,HKEX
00882.HK,2.9229453379392325,HKEX
00894.HK,5.162674309197165,HKEX
00897.HK,42.2061527289478,HKEX
00900.HK,2.3681233699560034,HKEX
00907.HK,3.9082943459522643,HKEX
00918.HK,7.830927153651122,HKEX
00921.HK,5.8721992187376175,HKEX
00933.HK,4.649495344587616,HKEX
00941.HK,2.3479346296607226,HKEX
00943.HK,32.513652103684784,HKEX
00952.HK,5.8687505287517965,HKEX
00970.HK,4.790732674745155,HKEX
00978.HK,27.50653162920205,HKEX
00979.HK,13.339833266305698,HKEX
00983.HK,2.707181012187696,HKEX
00984.HK,2.5963560373350223,HKEX
00985.HK,27.55525250466638,HKEX
00986.HK,39.38084507768787,HKEX
00988.HK,259.8062880330293,HKEX
00989.HK,8.295822474151551,HKEX
00991.HK,11.631915195658117,HKEX
00992.HK,3.3897687236138787,HKEX
00995.HK,2.7870826109323916,HKEX
00996.HK,11.485269612341215,HKEX
01036.HK,3.234126508127596,HKEX
01037.HK,5.599949540954913,HKEX
01038.HK,2.009930264034639,HKEX
01041.HK,16.321850305951354,HKEX
01045.HK,5.635992977156405,HKEX
01047.HK,5.398781163362023,HKEX
01049.HK,13.400225519981891,HKEX
01050.HK,4.784888962176071,HKEX
01051.HK,13.424676749187993,HKEX
01052.HK,2.3562593750654277,HKEX
01053.HK,4.20564025199131,HKEX
01055.HK,3.657882786597254,HKEX
01058.HK,6.596035952022202,HKEX
01060.HK,7.55903393938967,HKEX
01062.HK,9.253132458916768,HKEX
01063.HK,8.282546899026418,HKEX
01064.HK,15.881057593474717,HKEX
01065.HK,3.742604797505035,HKEX
01072.HK,4.108849254418173,HKEX
01093.HK,3.5465968002286843,HKEX
01098.HK,2.716688464420938,HKEX
01105.HK,4.863233798039807,HKEX
01109.HK,3.587640938841227,HKEX
01110.HK,3.5651524742754983,HKEX
01118.HK,4.139210608974307,HKEX
01120.HK,2.390800270200243,HKEX
01122.HK,3.3093813522927746,HKEX
01123.HK,3.155355478807556,HKEX
01124.HK,5.144735762138655,HKEX
01125.HK,69.41783965089661,HKEX
01130.HK,9.270422171052813,HKEX
01131.HK,6.539713544504713,HKEX
01132.HK,23.377831517315748,HKEX
01133.HK,3.8843556270307436,HKEX
01135.HK,2.5148679027636383,HKEX
01137.HK,4.616497120032856,HKEX
01138.HK,3.829968103867049,HKEX
01166.HK,30.828884301661258,HKEX
01169.HK,13.454635232329178,HKEX
01182.HK,35.79773172426543,HKEX
01184.HK,5.568552328631108,HKEX
01185.HK,4.602702834440143,HKEX
01188.HK,8.340937070683855,HKEX
01189.HK,141.119521271466,HKEX
01193.HK,9.224766115478543,HKEX
01196.HK,7.356878549586312,HKEX
01199.HK,3.202871192472318,HKEX
01200.HK,3.9534861337105647,HKEX
01202.HK,4.661007401307804,HKEX
01203.HK,18.378168636365395,HKEX
01205.HK,5.1914356536855895,HKEX
01208.HK,4.593460724336416,HKEX
01218.HK,20.93334916551521,HKEX
01221.HK,2.877816143894591,HKEX
01222.HK,45.849975096635774,HKEX
01223.HK,10.808714359676165,HKEX
01229.HK,7.933964575181607,HKEX
AA,2.752014067640645,NYSE
AAME,5.538235061659803,NASDAQ
AAON,3.5681078735910416,NASDAQ
AAPL,2.662899331437567,NASDAQ
ABC,2.086828213071441,NYSE
ABCB,2.8732298631833757,NASDAQ
ABM,2.049266840660117,NYSE
ABMD,3.91814605304928,NASDAQ
ACET,131.26161562115445,NASDAQ
ACI,38.46551837313008,NYSE
ACMR,9.147935861658613,NASDAQ
ACU,3.1380301209016586,AMEX
ADBE,3.2862475887482088,NASDAQ
ADC,2.087644144931686,NYSE
ADF,2.326423525820531,NYSE
ADI,2.8737329189659144,NASDAQ
ADPT,21.566410766537572,NASDAQ
ADSK,2.6771692622043473,NASDAQ
ADTN,3.030677356864085,NASDAQ
AE,3.084607265500241,AMEX
AEG,2.8075842358363574,NYSE
AEHR,5.5893966700818485,NASDAQ
AEIS,3.7797196123305077,NASDAQ
AEM,3.2243924819143324,NYSE
AES,3.160504637610989,NYSE
AEZS,12.435994002439386,NASDAQ
AFG,2.7235851516047673,NYSE
AFL,2.1995383304593203,NYSE
AG,3.693902550062286,NYSE
AGCO,2.7095132823541683,NYSE
AGL,8.201946989623039,NYSE
AGM,3.7457392594476295,NYSE
AGM.A,3.737404450174851,NYSE
AGYS,3.4822011960995436,NASDAQ
AHPI,9.670352866050367,NASDAQ
AIG,4.03772499150441,NYSE
AIM,5.6709056355935585,AMEX
AIN,2.3208485131113585,NYSE
AIR,3.1379340891617744,NYSE
AIRT,5.682177378498583,NASDAQ
AIT,2.898365614198317,NYSE
AIV,2.5641256589741666,NYSE
AKO.A,2.343371878368466,NYSE
AKO.B,2.3128908541981503,NYSE
AKR,2.0347098228250458,NYSE
AL,2.609608462576352,NYSE
ALB,4.125699023014013,NYSE
ALCO,2.442359370956568,NASDAQ
ALG,2.3518240112877424,NYSE
ALK,2.865771394087778,NYSE
ALKS,3.6121920763727275,NASDAQ
ALOT,4.022159296286212,NASDAQ
ALTR,3.3802015497841063,NASDAQ
ALV,2.109980549079074,NYSE
ALXN,3.9001105677965593,NASDAQ
AM,3.084268257752994,NYSE
AMAT,2.8273639942575537,NASDAQ
AMD,3.9357385124971644,NASDAQ
AME,2.5975314489063304,NYSE
AMED,4.577031957672633,NASDAQ
AMG,2.5520342052289893,NYSE
AMGN,2.0262667585471656,NASDAQ
AMN,23.789717325876527,NYSE
AMNB,2.2076682067250477,NASDAQ
AMOT,5.703072897686128,NASDAQ
AMPH,3.7433336098424927,NASDAQ
AMR,68.9990933277913,NYSE
AMRB,2.5340252020732366,NASDAQ
AMRN,21.51670963195592,NASDAQ
AMS,4.541306829837227,AMEX
AMSC,4.824626387595685,NASDAQ
AMSWA,3.8993634237741936,NASDAQ
AMT,3.0343289047071074,NYSE
AMWD,3.2846328916660843,NASDAQ
AMZN,3.6209811442327458,NASDAQ
AN,2.5580842638994166,NYSE
ANAT,2.0203964791474776,NASDAQ
ANDE,4.528409426738838,NASDAQ
ANF,3.3923111203297682,NYSE
ANIK,4.318857447777225,NASDAQ
ANSS,4.539399144240638,NASDAQ
AOS,2.0923323715146314,NYSE
AP,3.14929411414928,NYSE
APH,4.1606409166036205,NYSE
APOG,3.1769049372462055,NASDAQ
APT,4866.428006328574,AMEX
ARKR,3.204066475268917,NASDAQ
ARL,4.021258737669991,NYSE
ARTL,8.377273513701185,NASDAQ
ARTNA,2.633485900107209,NASDAQ
ARTW,4.816949489774981,NASDAQ
ARW,2.550359912205243,NYSE
ARWR,14.178957400102542,NASDAQ
ASA,2.3590166394765566,NYSE
ASH,2.1884415997694946,NYSE
ASML,2.9723302991613867,NASDAQ
ASRV,3.265572889166646,NASDAQ
ASTE,3.1667276394187795,NASDAQ
ASYS,5.5207248824691035,NASDAQ
ATI,3.35865838547992,NYSE
ATLO,5.3281042408604,NASDAQ
ATR,4.176715064363546,NYSE
ATRI,2.3723346604533635,NASDAQ
ATRO,3.9288334523972774,NASDAQ
ATVI,3.4959826444133686,NASDAQ
AU,8.240332780062213,NYSE
AUBN,2.699710889017442,NASDAQ
AVA,2.1814866055356963,NYSE
AVCT,5.867006132773297,NASDAQ
AVID,4.084633671159036,NASDAQ
AWRE,4.4545666346609325,NASDAQ
AXP,2.206762061728081,NYSE
AXR,3.2176298816887283,NYSE
AZPN,4.144004029998998,NASDAQ
AZZ,4.535135725065517,NYSE
B,4.206838298704049,NYSE
BA,2.17009986550765,NYSE
BAC,2.9188370651669167,NYSE
BAK,3.92371821988363,NYSE
BANF,4.352764823282258,NASDAQ
BANR,3.2075595782262862,NASDAQ
BAP,2.1572160425125317,NYSE
BASI,5.82786399833215,NASDAQ
BBBY,3.0235280649603227,NASDAQ
BBD,14.793624521746686,NYSE
BBSI,3.8927231128516318,NASDAQ
BBVA,2.3654423267717597,NYSE
BBY,3.236233490388001,NYSE
BC,2.931108151744799,NYSE
BCO,2.3076879617261716,NYSE
BCPC,2.409751558794228,NASDAQ
BCRX,5.870251405697378,NASDAQ
BCS,3.0894857716235657,NYSE
BDC,2.981962393899692,NYSE
BDL,2.7933978556944963,AMEX
BDN,2.389925529723558,NYSE
BDR,5.967794080035552,AMEX
BELFA,3.971113268905537,NASDAQ
BELFB,3.5976283774824487,NASDAQ
BEN,3.5353511524307106,NYSE
BFS,2.010732440138774,NYSE
BHE,3.4967481253150163,NYSE
BHP,2.2952721376674625,NYSE
BIIB,3.1052539496016127,NASDAQ
BJ,2.650557159194773,NYSE
BJRI,3.4398195826123725,NASDAQ
BK,2.3288590525981427,NYSE
BKE,3.3443362092591657,NYSE
BKI,3.2740799083398855,NYSE
BKSC,2.6580190999927806,NASDAQ
BLDP,4.8385364858508835,NASDAQ
BLX,2.613800408344004,NYSE
BMRC,2.102735292197591,NASDAQ
BMTC,2.038497447704238,NASDAQ
BNSO,10.656054634710438,NASDAQ
BOCH,2.5581655796747795,NASDAQ
BOOM,5.562118456802204,NASDAQ
BOSC,10.299566385048468,NASDAQ
BPFH,2.9643019277942386,NASDAQ
BPOP,2.6608321596024678,NASDAQ
BPT,3.1388854793129144,NYSE
BRC,2.1873423451070373,NYSE
BRID,3.70660706484088,NASDAQ
BRKS,3.689337898719634,NASDAQ
BRLI,4.493850339866911,NASDAQ
BRN,4.6750172852813785,AMEX
BRO,3.578395984720721,NYSE
BRT,2.637225369378418,NYSE
BSET,3.366498159126236,NASDAQ
BSML,55.98832048605279,NASDAQ
BSRR,2.8072402192765997,NASDAQ
BSX,2.424395005050593,NYSE
BTO,2.2533888530804496,NYSE
BUSE,3.480217513999767,NASDAQ
BVN,15.045526357849985,NYSE
BW,4.395581233197547,NYSE
BWA,5.071949553864879,NYSE
BXS,2.164018972290013,NYSE
BYD,3.5714711635213177,NYSE
BYFC,5.461513798317731,NASDAQ
BZH,4.240041258854047,NYSE
C,11.755401830772575,NYSE
CACC,3.392630589865273,NASDAQ
CACI,2.556753996982195,NYSE
CAE,2.583923795919508,NYSE
CAI,3.066110557282491,NYSE
CAJ,2.6518622473891176,NYSE
CAKE,2.6164252213898154,NASDAQ
CAL,4.193397202941538,NYSE
CALM,2.98547364936311,NASDAQ
CAMP,4.817249523405462,NASDAQ
CAPA,5.301835766648213,NASDAQ
CASA,11.664841290726411,NASDAQ
CASH,2.833361735665395,NASDAQ
CASS,2.9193716554772973,NASDAQ
CASY,2.109418497118541,NASDAQ
CAT,3.2133331398277503,NYSE
CATY,2.59762312941649,NASDAQ
CB,3.9250311071327357,NYSE
CBAN,3.3062285114715597,NASDAQ
CBB,3.388742116851429,NYSE
CBD,2.9534543645912836,NYSE
CBH,2.796876901710734,NYSE
CBRL,2.3591845539692433,NASDAQ
CBT,2.2333793418028254,NYSE
CC,198.5317666133206,NYSE
CCBG,2.709143829797027,NASDAQ
CCF,4.963527588237995,AMEX
CCJ,4.337898392010541,NYSE
CCK,3.023748907195877,NYSE
CCL,2.7565223275190087,NYSE
CCNE,2.3011104077885522,NASDAQ
CCU,2.1220068337806897,NYSE
CDE,4.6542588207295585,NYSE
CDR,8.798424874222917,NYSE
CDZI,32.26608516684909,NASDAQ
CEA,3.1800593651485163,NYSE
CECE,4.2890191316664525,NASDAQ
CEM,216.71767636320394,NYSE
CEN,2.9441684882424664,NYSE
CENT,3.1910899743055716,NASDAQ
CENX,4.7629975349903475,NASDAQ
CERN,4.644605135406459,NASDAQ
CERS,4.351238724376981,NASDAQ
CF,2.9318873898934195,NYSE
CFFI,2.7453133556634364,NASDAQ
CGA,14.941975181820137,NYSE
CGNX,3.0282956457332078,NASDAQ
CHCO,2.496313432232515,NASDAQ
CHDN,2.3496350998707136,NASDAQ
CHE,2.8267338203659484,NYSE
CHH,3.6266709709106744,NYSE
CHKP,3.080990729078178,NASDAQ
CHN,2.0862846624934597,NYSE
CHNR,10.949562447875982,NASDAQ
CHRS,4.563623187304932,NASDAQ
CHRW,4.919900594265588,NASDAQ
CHS,14.137042252971346,NYSE
CI,6.994232447453189,NYSE
CIA,3.177153137367459,NYSE
CIB,2.7861057131051923,NYSE
CIG,8.011960959905036,NYSE
CIR,3.009191599974941,NYSE
CKX,3.2496566799905446,AMEX
CLB,3.06889222372432,NYSE
CLBK,2.1870405290471773,NASDAQ
CLF,11.297550374667594,NYSE
CLI,2.0158604708580414,NYSE
CLM,2.123644317516425,AMEX
CLRO,4.782939688736812,NASDAQ
CLWT,9.219261169605899,NASDAQ
CMA,2.4227833506916654,NYSE
CMC,4.471042878223566,NYSE
CMCO,3.3555285750856094,NASDAQ
CMCSA,2.8099488828902346,NASDAQ
CMI,10.48091848883697,NYSE
CMO,2.6103009403109265,NYSE
CMT,4.993860647251311,AMEX
CMTL,4.1457555709474425,NASDAQ
CNA,2.06010257207391,NYSE
CNBKA,2.2838310850103922,NASDAQ
CNET,8.512634120405089,NASDAQ
CNI,3.8971503724221837,NYSE
CNOB,2.3601143060740593,NASDAQ
CNP,2.131066588604857,NYSE
CNQ,4.308143483820496,NYSE
CNTY,3.9157934326684996,NASDAQ
COF,3.028641288828346,NYSE
COG,5.389214077506025,NYSE
COHR,3.0615820761357226,NASDAQ
COHU,3.4137436980171945,NASDAQ
COKE,2.0910183494684027,NASDAQ
COLB,2.7211940406008246,NASDAQ
COO,2.2422668641993955,NYSE
COOP,18.703854713460252,NASDAQ
COP,2.878275089034275,NYSE
CP,2.1886140952358355,NYSE
CPE,4.6804157740066294,NYSE
CPF,3.362037611528589,NYSE
CPRT,2.4317795584594175,NASDAQ
CPS,2.692541703546781,NYSE
CPSS,5.719829068505787,NASDAQ
